Company,Employees,Company Location,Industry,Company URL
Climate People,3.0,"Boston, Massachusetts",Staffing & Recruiting,https://app.apollo.io/#/accounts/667af51b59d61900012df0a1
Hunter Nation,5.0,"Kansas City, Missouri",Renewables & Environment,https://app.apollo.io/#/accounts/667af51b59d61900012df0b3
Remote Symphony,2.0,"San Jose, California","Management Consulting,",https://app.apollo.io/#/accounts/667af51b59d61900012df0a5
PandoDaily,3.0,"San Francisco, California","Online Media, Internet",https://app.apollo.io/#/accounts/667af51b59d61900012df0b2
HireDNA,3.0,"Ashburn, Virginia",Staffing & Recruiting,https://app.apollo.io/#/accounts/667af51b59d61900012df0a6
G&M Salon Apparel,4.0,"Vernon, California",Apparel & Fashion,https://app.apollo.io/#/accounts/667af51b59d61900012df09c
Auto Finance News,8.0,"New York, New York",Automotive,https://app.apollo.io/#/accounts/667af51b59d61900012df0a9
The Algorithmic Justice League,7.0,"Cambridge, Massachusetts",Computer & Network Security,https://app.apollo.io/#/accounts/667af51b59d61900012df09b
PubliPega,2.0,"Miami, Florida",Marketing & Advertising,https://app.apollo.io/#/accounts/667af51b59d61900012df0a2
Journey,8.0,"Chicago, Illinois",Staffing & Recruiting,https://app.apollo.io/#/organizations/6564b17e2c53b700d03fc6b5
ActOne Executive Search,3.0,United States,Staffing & Recruiting,https://app.apollo.io/#/organizations/5da2ea88cfce49000108dbec
"AdStage, a TapClicks Company",7.0,"San Francisco, California",Marketing & Advertising,https://app.apollo.io/#/organizations/629f5b675f655e008b27e71e
LiquiGlide,7.0,"Cambridge, Massachusetts",Machinery,https://app.apollo.io/#/organizations/54a1234269702d8aa1864903
ProCobots,2.0,"Indianapolis, Indiana",Machinery,https://app.apollo.io/#/organizations/5f4a10f9c985340001c30c68
App Science®,10.0,"Los Angeles, California",Marketing & Advertising,https://app.apollo.io/#/organizations/5d420c2341d13e091e9611a9
Chief Legal Executive LLC,4.0,"Oakland, California",Legal Services,https://app.apollo.io/#/organizations/61eb9f5c70c9dd00017a7b9f
Leap Venture Studio & Academy,10.0,"Los Angeles, California",Venture Capital & Private Equity,https://app.apollo.io/#/organizations/5da6b840724a3a0001d4f237
National Association of Voice Actors (NAVA),6.0,"Los Angeles, California",Nonprofit Organization Management,https://app.apollo.io/#/organizations/64da93ee2119df00ba4f5e34
DePalma Studios,8.0,"Nashville, Tennessee",Information Technology & Services,https://app.apollo.io/#/organizations/54a127d169702d8cfcfcfa00
"Compliance Resource, LLC",6.0,"Charlotte, North Carolina",Banking,https://app.apollo.io/#/organizations/556d51d773696411de81dd00
MeetEdgar,6.0,"Edina, Minnesota","Internet, Information Technology & Services",https://app.apollo.io/#/organizations/5d09b7a080f93e370beb88fa
MileHigh Adjusters Houston,6.0,"Houston, Texas",Professional Training & Coaching,https://app.apollo.io/#/organizations/614eba3e7098cb00011e8c69
Twitter Tag,6.0,"Knoxville, Tennessee",Marketing & Advertising,https://app.apollo.io/#/organizations/55ea54d4f3e5bb5964002b92
SyncSketch,9.0,"San Francisco, California",Media Production,https://app.apollo.io/#/organizations/5a9d79baa6da98d98c6b0449
JBCconnect | Creative Technology Talent,3.0,"New York, New York",Staffing & Recruiting,https://app.apollo.io/#/organizations/54a25e5c7468693a7ef3981d
Link3D (Acquired NASADAQ: MTLS),5.0,"Lafayette, Colorado","Information Technology & Services,",https://app.apollo.io/#/organizations/5a9d22f7a6da98d9466b580d
ENDORPHINZ,7.0,"Lithia, Florida","Health, Wellness & Fitness",https://app.apollo.io/#/organizations/5da51877fdc9ae0001116849
Soundings Trade Only,8.0,"Essex, Connecticut",Publishing,https://app.apollo.io/#/organizations/559206d0736964185f372600
The Forum,5.0,"San Diego, California",Marketing & Advertising,https://app.apollo.io/#/organizations/56e70ccdf3e5bb3026005d05
"Inspirant Group, a 10Pearls Company",5.0,"Naperville, Illinois",Management Consulting,https://app.apollo.io/#/organizations/5b133508a6da98dcf025c7dd
InkPaper.ai,9.0,"San Francisco, California",Information Technology & Services,https://app.apollo.io/#/organizations/5f4a2e91e07d350001f3585e
Founders Village,5.0,"San Francisco, California",Internet,https://app.apollo.io/#/organizations/61bba41343813e00a4d60be9
Dynamics Centre,8.0,"Middletown, Delaware",Information Technology & Services,https://app.apollo.io/#/organizations/642104ae1a0e040001a18601
Best Ever CRE,9.0,"Cincinnati, Ohio","Real Estate, Commercial Real Estate",https://app.apollo.io/#/organizations/5fca437c213ba900016dab2f
gini,9.0,"New York, New York",Financial Services,https://app.apollo.io/#/organizations/5a9cdd39a6da98d9a1556ee8
OpenGrants,10.0,"Folsom, California",Government Relations,https://app.apollo.io/#/organizations/5df296789ea7c800e2b92955
SANDPIPER Pump,3.0,"Mansfield, Ohio",Machinery,https://app.apollo.io/#/organizations/5ed59b600aed160001e9f775
DEO Magazine,10.0,"Austin, Texas",Hospital & Health Care,https://app.apollo.io/#/organizations/61272e79fa182400a5353b6b
Speakfully,10.0,"Eau Claire, Wisconsin",Information Technology & Services,https://app.apollo.io/#/organizations/5da38519d7ad52000170ab67
DTA | Digital Thread Agency,4.0,"Atlanta, Georgia",Marketing & Advertising,https://app.apollo.io/#/organizations/6412cc1738af6f00a3306d4d
Pace® Life Sciences,5.0,"Wixom, Michigan",Pharmaceuticals,https://app.apollo.io/#/organizations/54a1228969702d97c15a6203
Ringy,7.0,"Denver, Colorado",Information Technology & Services,https://app.apollo.io/#/organizations/5ed4a6eb5cd9180001e4a326
Audira Labs LLC,6.0,"Northbrook, Illinois",Professional Training & Coaching,https://app.apollo.io/#/organizations/5e57ff6e3f9e640001b7b37b
Gibber,7.0,"Los Angeles, California",Public Relations & Communications,https://app.apollo.io/#/organizations/63e377c7b93e9a00c27b1899
Progress Retail,8.0,"Chicago, Illinois",Retail,https://app.apollo.io/#/organizations/5569d94f736964256999a700
206Agency,6.0,"Seattle, Washington",Marketing & Advertising,https://app.apollo.io/#/organizations/54a138f869702dc8e44f0900
XR Stage,4.0,"Los Angeles, California",Information Technology & Services,https://app.apollo.io/#/organizations/5fcab58dddcbd60001b31bcc
CORE Knowledge,1.0,"Houston, Texas",Oil & Energy,https://app.apollo.io/#/organizations/6646bef0f5e50f0001fa4654
VirTrial,3.0,"Scottsdale, Arizona",Research,https://app.apollo.io/#/organizations/5e5403b1569a2700983560c3
Verve Studios,9.0,"Charlotte, North Carolina",Design,https://app.apollo.io/#/organizations/62274d393c35cd00a6afc089
Nova Space Inc.,9.0,"Minneapolis, Minnesota",Aviation & Aerospace,https://app.apollo.io/#/organizations/60b2aade44c2e10001e2a2b8
Deep Vision AI (acquired by DFW Capital),5.0,"Costa Mesa, California",Information Technology & Services,https://app.apollo.io/#/organizations/5d09f6ccf65125ace157baf9
"Calloquy, PBC",8.0,"Atlanta, Georgia",Legal Services,https://app.apollo.io/#/organizations/61af87f983582e008cf7813b
Hubbard Decision Research,10.0,"Glen Ellyn, Illinois",Management Consulting,https://app.apollo.io/#/organizations/54a13a0569702d2d7f5d9c00
Hoopla,6.0,"Garden City, Idaho",Marketing & Advertising,https://app.apollo.io/#/organizations/5e55f332278d3a0001a86747
Web Courseworks is now Forj,8.0,"Madison, Wisconsin",E-learning,https://app.apollo.io/#/organizations/54a23d997468692e71b54619
qvell,6.0,"Columbus, Ohio",Information Technology & Services,https://app.apollo.io/#/organizations/63ef3e3e8bee6e00dab5926b
Common Trust,9.0,"San Francisco, California",Financial Services,https://app.apollo.io/#/organizations/6351523b721a3d010f424338
TRUVAC,4.0,"Streator, Illinois",Machinery,https://app.apollo.io/#/organizations/5da433d503c66e0001c9c38e
CuneXus,10.0,"Santa Rosa, California","Information Technology & Services,",https://app.apollo.io/#/organizations/5da6a5e1a980dd0001da5bf8
CPAClub,5.0,"Irvine, California",Accounting,https://app.apollo.io/#/organizations/5fca3cd21b9c9f0001dd89cf
Advocates for Community Health,8.0,"Washington, District of Columbia",Government Relations,https://app.apollo.io/#/organizations/6171c4a83668cf00a4b6d7e6
Waggle,10.0,"Essex, Connecticut","Nonprofit Organization Management,",https://app.apollo.io/#/organizations/5b134789a6da98dcf761ca1d
SigOpt,2.0,"San Francisco, California","Information Technology & Services,",https://app.apollo.io/#/organizations/5569d2b97369642571149900
aboundsocial.com,9.0,"Olathe, Kansas",Marketing & Advertising,https://app.apollo.io/#/organizations/5e584b4fffce730001b0b78b
"Thompson Fabricating, LLC",10.0,"Tarrant, Alabama",Construction,https://app.apollo.io/#/organizations/5e57f6ccd2bd68000121dc0e
OBr.global,7.0,"San Jose, California",International Trade & Development,https://app.apollo.io/#/organizations/6049c6c740b5720001a00a94
Business Jet Traveler,6.0,"Midland Park, New Jersey","Airlines/aviation, Leisure, Travel & Tourism",https://app.apollo.io/#/organizations/5da335ccb9328a000177f25c
INFINITI SOFTWARE,7.0,"New York, New York","Information Technology & Services,",https://app.apollo.io/#/organizations/64bdef16d614f10001256bfa
Aktion Health | Educate. Empower. Pathways to Community well-being.,3.0,"New York, New York","Mental Health Care, Health, Wellness & Fitness",https://app.apollo.io/#/organizations/63944d53a612d100013bb708
Miles4Migrants,10.0,"New Orleans, Louisiana",Airlines/aviation,https://app.apollo.io/#/organizations/5da4c6da89b4eb00011db9dd
Flow Software Inc.,7.0,"Austin, Texas",Information Technology & Services,https://app.apollo.io/#/organizations/55ed06b7f3e5bb1644002803
Nashville Transportation Club,6.0,"Brentwood, Tennessee",,https://app.apollo.io/#/organizations/5da66ade46f42a0001d0de57
Turbine Labs,2.0,"Greenwood Village, Colorado",Information Technology & Services,https://app.apollo.io/#/organizations/57c4b773a6da9836ea653778
ITBee Solution- E-Commerce Service Agency,3.0,"Philadelphia, Pennsylvania","Information Technology & Services,",https://app.apollo.io/#/organizations/616184d0895a180001216852
Fundable,3.0,"Powell, Ohio","Venture Capital & Private Equity,",https://app.apollo.io/#/organizations/5fc8782ba4e5c700012b8bda
Incipient Corp.,4.0,"Rutherford, New Jersey",Information Technology & Services,https://app.apollo.io/#/organizations/56e2be4ef3e5bb2e9f0038eb
RE-U-ZIP® | Innovative Dust Barrier Solutions,3.0,"Santa Monica, California",Construction,https://app.apollo.io/#/organizations/5e301d42d14dec0099606e4c
Health Care News Hubb,10.0,"Briarcliff Manor, New York",Marketing & Advertising,https://app.apollo.io/#/organizations/62ff69639ccd7e000147cad1
Advanced Scope,4.0,"Atlanta, Georgia",Staffing & Recruiting,https://app.apollo.io/#/organizations/637eabacf36b7900d0ec5fa1
Charma (acq by The Predictive Index),4.0,"San Francisco, California",Information Technology & Services,https://app.apollo.io/#/organizations/5de7dae6eb5706008c12b40a
Empath,9.0,"Tampa, Florida",Computer & Network Security,https://app.apollo.io/#/organizations/63d5ba3925d8330001846cd0
DentalScapes,3.0,"Raleigh, North Carolina",Marketing & Advertising,https://app.apollo.io/#/organizations/6334009b80e57400ccb88c75
77 Plastic Surgery,5.0,"San Francisco, California",Medical Practice,https://app.apollo.io/#/organizations/6442b1906ad035010825d33a
Softmogul,4.0,"New York, New York","Information Technology & Services,",https://app.apollo.io/#/organizations/55f57a46f3e5bb5f7d002982
Double A Inspections,3.0,"Le Roy, Michigan",Oil & Energy,https://app.apollo.io/#/organizations/5569baf57369642541388500
Security Boulevard,2.0,"Boca Raton, Florida",Online Media,https://app.apollo.io/#/organizations/5b143e28a6da98dd1386858b
Interview Now,8.0,"San Francisco, California","Information Technology & Services,",https://app.apollo.io/#/organizations/5b14db63a6da98714a06df60
Mindmarker,7.0,"Newton, Massachusetts",Information Technology & Services,https://app.apollo.io/#/organizations/54a135ff69702d48e22cf100
Newmetrix,4.0,"Cambridge, Massachusetts","Information Technology & Services,",https://app.apollo.io/#/organizations/55f595a2f3e5bb4c4d000587
Greatest Common Factory,9.0,"Austin, Texas",Marketing & Advertising,https://app.apollo.io/#/organizations/54a133f769702d333d3b0700
Launch Team Inc.,9.0,"Rochester, New York",Marketing & Advertising,https://app.apollo.io/#/organizations/54a1295269702dcef9368f01
Folsom Labs,2.0,"San Francisco, California","Renewables & Environment,",https://app.apollo.io/#/organizations/54a116ce69702d3ec06f0200
Connected Sensors,9.0,"Hamilton City, California",,https://app.apollo.io/#/organizations/6048c294b0ce210001eb8c84
Catalyst Collective Co,8.0,"Nashville, Tennessee","Nonprofit Organization Management,",https://app.apollo.io/#/organizations/5e570ad4ea1779000159551a
ProStruct Engineering,8.0,"San Francisco, California",Civil Engineering,https://app.apollo.io/#/organizations/6531f3ae88a97a00011eec28
Burlington Code Academy,6.0,"Burlington, Vermont","Higher Education, Education Management",https://app.apollo.io/#/organizations/5b148644a6da98711260e4f0
DW Consulting Solutions LLC,4.0,"West Palm Beach, Florida",Professional Training & Coaching,https://app.apollo.io/#/organizations/54a25e6574686933186d231d
Matheson Capital,5.0,"Charleston, South Carolina",Real Estate,https://app.apollo.io/#/organizations/5ed4a2d5920618000115b127
Upaya - The Solution Inc.,10.0,"San Jose, California",Information Technology & Services,https://app.apollo.io/#/organizations/54a126dd69702d93139e5000
Shuffll,10.0,"New York, New York",,https://app.apollo.io/#/organizations/60212099c188c0013a8cca02
Imagine AI,3.0,"Cincinnati, Ohio",Information Technology & Services,https://app.apollo.io/#/organizations/659ef7d236162701c6ef9cca
Courtesy Connection,8.0,"Atlanta, Georgia",Information Technology & Services,https://app.apollo.io/#/organizations/5fb18732abe1ed008cb262ce
The Outsource Pros (PEO Brokers),3.0,"The Woodlands, Texas",Human Resources,https://app.apollo.io/#/organizations/5da325ab50780d0001e9c779
Movley,6.0,"New York, New York",,https://app.apollo.io/#/organizations/5b834c99324d446c4c5722af
Capsule8,4.0,"New York, New York","Information Technology & Services,",https://app.apollo.io/#/organizations/5a9e23f0a6da98d98c6bd465
Simon+James Group,3.0,"Denver, Colorado",Staffing & Recruiting,https://app.apollo.io/#/organizations/5da3205c6d96cf0001459896
"Agcor, by AQUAOSO Technologies, PBC",9.0,"Denver, Colorado",Information Technology & Services,https://app.apollo.io/#/organizations/5a9ec1c1a6da98d966474313
Calixa 📈,3.0,"San Francisco, California",Information Technology & Services,https://app.apollo.io/#/organizations/5edddaf131e83200be4949e6
